,id,total_cases
721,721,39237264.0
722,722,39543328.0
723,723,39799202.0
724,724,40085116.0
725,725,40371500.0
726,726,40622709.0
727,727,40858241.0
728,728,41092522.0
729,729,41302440.0
730,730,41469499.0
731,731,41630885.0
732,732,41803318.0
733,733,41952712.0
734,734,42080664.0
735,735,42188138.0
736,736,42272014.0
737,737,42339611.0
738,738,42410976.0
739,739,42478060.0
740,740,42536137.0
741,741,42586544.0
742,742,42631421.0
743,743,42665534.0
744,744,42692943.0
745,745,42723558.0
746,746,42754315.0
747,747,42780235.0
748,748,42802505.0
749,749,42822473.0
750,750,42838524.0
751,751,42851929.0
